"A","B","C","D","board start","board end","lvl","path",,,,,,,,,,,,,,,,,,,
2,1,6,0,"DBA***C******** ","****ABCD** *****",20,15,14,10,6,2,1,0,4,5,6,2,1,0,4,5,6,2,3,7,6
2,1,8,3,"*BAD****C****** ","ABCD* **********",20,15,14,13,9,8,4,5,9,10,6,5,1,2,6,10,9,8,4,0,1
2,1,9,0,"DBA******C***** ","*A***B***C **D**",20,15,14,10,6,5,1,0,4,5,1,2,6,10,9,5,4,8,12,13,9
2,1,10,0,"DBA*******C**** ","****ABCD** *****",20,15,11,7,6,2,1,0,4,5,6,2,1,0,4,5,6,2,3,7,6
2,1,12,0,"DBA*********C** ","*A***B** C***D**",20,15,14,13,9,5,1,0,4,5,1,2,6,10,9,5,4,8,12,13,9
2,3,0,1,"CDAB*********** ","** *ABCD********",20,15,14,10,6,2,1,0,4,5,6,2,3,7,6,2,1,0,4,5,6
2,3,0,9,"C*AB*****D***** ","***A**B *C**D***",20,15,14,13,9,8,4,0,1,5,4,8,12,13,9,5,6,7,3,2,6
2,3,4,11,"**ABC******D*** ","** A***B***C***D",20,15,14,13,9,5,4,8,9,5,6,10,9,13,14,15,11,10,6,7,3
2,3,5,4,"**ABDC********* ","***A**B* C**D***",20,15,11,7,3,2,6,7,11,10,9,8,4,5,9,13,12,8,4,5,9
2,3,6,4,"**ABD*C******** ","***A**B *C**D***",20,15,14,13,12,8,4,5,6,10,14,13,12,8,9,5,6,7,3,2,6
2,3,7,1,"*DAB***C******* ","ABCD*** ********",20,15,14,13,9,5,1,2,6,5,4,0,1,2,3,7,6,5,1,2,3
2,3,9,1,"*DAB*****C***** ","****ABCD** *****",20,15,14,10,9,5,6,2,1,5,6,2,3,7,6,2,1,0,4,5,6
2,3,11,1,"*DAB*******C*** ","****ABCD** *****",20,15,14,10,11,7,6,2,1,5,6,2,3,7,6,2,1,0,4,5,6
2,3,12,6,"**AB**D*****C** ","***A**B**C**D **",20,15,11,7,3,2,1,5,6,7,11,10,9,5,4,8,12,13,9,8,12
2,3,12,7,"**AB***D****C** ","***A***B** C***D",20,15,14,13,12,8,9,13,14,15,11,7,3,2,6,10,9,13,14,15,11
2,3,13,1,"*DAB*********C* ","***A**B* C**D***",20,15,11,7,3,2,6,5,1,2,6,7,11,10,9,5,4,8,9,13,12
2,3,14,4,"**ABD*********C ","***A**B *C**D***",20,15,11,10,14,13,12,8,4,5,9,13,12,8,9,10,11,7,3,2,6
2,4,0,11,"C*A*B******D*** ","*A **B***C***D**",20,15,14,10,11,7,6,5,4,0,1,5,4,8,9,10,14,13,9,5,1
2,4,3,9,"**ACB****D***** ","*A **B***C***D**",20,15,14,13,9,5,4,0,1,2,3,7,6,2,1,5,6,10,9,5,1
2,4,5,0,"D*A*BC********* ","*A***B** C***D**",20,15,14,13,9,5,4,0,1,5,4,8,9,5,1,2,6,10,14,13,9
2,4,6,0,"D*A*B*C******** ","*A **B***C***D**",20,15,14,13,9,5,4,0,1,5,4,8,9,5,6,10,14,13,9,5,1
2,4,7,8,"**A*B**CD****** ","***A**B**C *D***",20,15,14,13,12,8,9,10,6,7,3,2,1,5,4,8,9,10,6,5,9
2,4,8,0,"D*A*B***C****** ","*A***B** C***D**",20,15,14,13,12,8,4,0,1,2,6,10,9,8,4,5,9,8,12,13,9
2,4,9,0,"D*A*B****C***** ","*A***B***C **D**",20,15,14,13,12,8,4,0,1,2,6,10,9,8,4,5,9,8,12,13,9
2,4,10,0,"D*A*B*****C**** ","*A***B***C **D**",20,15,14,13,12,8,4,0,1,2,6,5,9,8,4,5,9,8,12,13,9
2,4,12,0,"D*A*B*******C** ","*A***B** C***D**",20,15,14,13,9,8,4,0,1,2,6,10,9,8,4,5,9,8,12,13,9
2,4,13,0,"D*A*B********C* ","*A***B***C **D**",20,15,14,13,9,5,4,0,1,5,4,8,9,5,1,2,6,10,14,13,9
2,4,13,3,"**ADB********C* ","ABCD* **********",20,15,14,13,9,10,14,15,11,7,6,10,9,5,1,2,6,5,4,0,1
2,4,14,0,"D*A*B*********C ","*A***B***C **D**",20,15,11,10,9,5,4,0,1,5,4,8,9,5,1,2,6,10,14,13,9
2,5,0,4,"C*A*DB********* ","*A **B***C***D**",20,15,14,13,12,8,4,0,1,5,9,8,12,13,9,5,4,8,9,5,1
2,5,3,4,"**ACDB********* ","***A**B**C *D***",20,15,11,7,3,2,6,7,11,10,6,5,9,8,4,5,9,13,12,8,9
2,5,4,0,"D*A*CB********* ","*A **B***C***D**",20,15,14,13,12,8,4,0,1,5,9,8,4,5,9,8,12,13,9,5,1
2,5,6,0,"D*A**BC******** ","*A **B***C***D**",20,15,14,13,12,8,4,0,1,5,4,8,9,5,6,10,14,13,9,5,1
2,5,8,0,"D*A**B**C****** ","*A***B** C***D**",20,15,14,13,9,8,4,0,1,5,4,8,9,5,1,2,6,10,14,13,9
2,5,9,0,"D*A**B***C***** ","*A***B** C***D**",20,15,14,13,12,8,4,0,1,5,4,8,9,5,1,2,6,10,14,13,9
2,5,10,0,"D*A**B****C**** ","*A***B***C **D**",20,15,14,10,9,8,4,0,1,5,4,8,9,5,1,2,6,10,14,13,9
2,5,12,0,"D*A**B******C** ","***A**B* C**D***",20,15,11,7,3,2,6,5,4,0,1,5,9,13,12,8,4,5,9,13,12
2,5,12,3,"**AD*B******C** ","***A**B* C**D***",20,15,11,7,3,2,6,7,11,10,6,5,9,10,14,13,12,8,9,13,12
2,5,14,0,"D*A**B********C ","*A***B***C **D**",20,15,11,10,9,8,4,0,1,5,4,8,9,5,1,2,6,10,14,13,9
2,6,8,0,"D*A***B*C****** ","*A***B** C***D**",20,15,14,10,6,5,1,0,4,5,1,2,6,10,9,5,6,10,14,13,9
2,6,9,0,"D*A***B**C***** ","**A** B***C***D*",20,15,14,10,9,8,4,0,1,5,4,8,9,5,6,10,9,13,14,10,6
2,6,12,0,"D*A***B*****C** ","***A**B* C**D***",20,15,11,7,3,2,1,5,4,0,1,5,9,13,12,8,4,5,9,13,12
2,6,14,0,"D*A***B*******C ","**A***B***C** D*",20,15,11,10,9,8,4,0,1,5,9,8,4,5,9,8,12,13,9,10,14
2,7,5,1,"*DA**C*B******* ","*A***B***C **D**",20,15,14,13,9,5,1,2,6,7,11,10,9,5,6,7,11,15,14,13,9
2,7,6,0,"D*A***CB******* ","**A***B **C***D*",20,15,14,10,6,5,4,0,1,5,4,8,9,5,6,10,9,13,14,10,6
2,7,9,0,"D*A****B*C***** ","**A***B **C***D*",20,15,14,10,9,8,4,0,1,5,4,8,9,5,6,10,9,13,14,10,6
2,7,10,0,"D*A****B**C**** ","**A***B **C***D*",20,15,14,13,12,8,4,0,1,5,4,8,9,5,6,10,9,13,14,10,6
2,7,13,0,"D*A****B*****C* ","***A**B* C**D***",20,15,14,10,6,7,3,2,1,5,4,0,1,5,9,8,4,5,9,13,12
2,7,13,3,"**AD***B*****C* ","***A***B** C***D",20,15,14,13,9,10,6,7,3,2,1,5,9,10,11,7,6,10,14,15,11
2,8,3,1,"*DAC****B****** ","** *ABCD********",20,15,14,10,6,2,1,5,6,10,9,8,4,5,9,10,6,2,3,7,6
2,8,3,9,"**AC****BD***** ","*A***B***C **D**",20,15,14,13,9,8,4,5,1,2,6,7,3,2,6,7,11,10,6,5,9
2,8,5,0,"D*A**C**B****** ","*A***B***C **D**",20,15,14,13,9,5,4,0,1,2,6,10,9,8,4,5,9,8,12,13,9
2,8,6,0,"D*A***C*B****** ","*A***B***C **D**",20,15,14,10,6,5,4,0,1,2,6,5,9,8,4,5,9,8,12,13,9
2,8,7,4,"**A*D**CB****** ","*A***B***C **D**",20,15,14,13,9,8,4,5,1,2,6,7,11,10,6,5,9,8,12,13,9
2,8,9,0,"D*A*****BC***** ","*A***B***C **D**",20,15,14,10,9,5,4,0,1,2,6,5,9,8,4,5,9,8,12,13,9
2,8,10,0,"D*A*****B*C**** ","*A***B***C **D**",20,15,14,13,9,5,4,0,1,2,6,5,9,8,4,5,9,8,12,13,9
2,8,12,0,"D*A*****B***C** ","*A***B** C***D**",20,15,14,13,9,5,4,0,1,2,6,10,9,8,4,5,9,8,12,13,9
2,8,12,1,"*DA*****B***C** ","*A***B** C***D**",20,15,14,13,9,5,4,8,9,5,1,2,6,10,9,5,4,8,12,13,9
2,8,13,1,"*DA*****B****C* ","*A***B***C **D**",20,15,14,13,9,5,1,2,6,10,9,5,6,10,14,13,9,8,4,5,9
2,8,14,1,"*DA*****B*****C ","*A***B***C **D**",20,15,11,10,9,5,1,2,6,10,9,5,6,10,14,13,9,8,4,5,9
2,8,14,3,"**AD****B*****C ","***D**C**B**A **",20,15,11,10,6,2,1,5,6,10,14,13,9,5,6,10,14,13,9,8,12
2,9,3,4,"**ACD****B***** ","***A* B**C**D***",20,15,11,7,3,2,6,7,11,10,9,8,4,5,6,10,14,13,12,8,9
2,9,8,0,"D*A*****CB***** ","*A***B** C***D**",20,15,14,10,9,5,1,0,4,5,1,2,6,10,9,5,6,10,14,13,9
2,9,8,3,"**AD****CB***** ","ABCD* **********",20,15,14,10,9,8,4,5,9,10,6,5,1,2,6,5,9,8,4,0,1
2,9,13,3,"**AD*****B***C* ","***A**B* C**D***",20,15,11,7,3,2,6,7,11,10,9,5,6,10,9,5,4,8,9,13,12
2,9,14,0,"D*A******B****C ","*A***B***C **D**",20,15,11,10,9,5,1,0,4,5,1,2,6,10,9,5,6,10,14,13,9
2,10,8,0,"D*A*****C*B**** ","*A***B** C***D**",20,15,14,13,9,5,1,0,4,5,1,2,6,10,9,5,6,10,14,13,9
2,10,8,3,"**AD****C*B**** ","ABCD* **********",20,15,14,13,9,8,4,5,9,10,6,5,1,2,6,5,9,8,4,0,1
2,10,14,0,"D*A*******B***C ","*A***B***C **D**",20,15,11,7,6,5,1,0,4,5,1,2,6,10,9,5,6,10,14,13,9
2,11,0,8,"C*A*****D**B*** ","***A* B**C**D***",20,15,14,13,12,8,9,10,11,7,3,2,1,0,4,5,1,2,6,10,9
2,11,0,14,"C*A********B**D ","**A***B***C***D ",20,15,14,10,11,7,6,5,4,0,1,5,4,8,9,5,6,10,9,13,14
2,11,3,1,"*DAC*******B*** ","** *ABCD********",20,15,14,10,11,7,6,2,1,5,6,10,9,8,4,5,6,2,3,7,6
2,11,3,5,"**AC*D*****B*** ","** *ABCD********",20,15,14,10,11,7,6,5,1,2,3,7,6,10,9,5,1,0,4,5,6
2,11,3,8,"**AC****D**B*** ","***A**B *C**D***",20,15,14,13,12,8,9,10,6,7,3,2,6,7,11,10,6,5,9,10,6
2,11,5,4,"**A*DC*****B*** ","***A**B* C**D***",20,15,14,10,11,7,3,2,6,10,9,8,4,5,9,13,12,8,4,5,9
2,11,6,4,"**A*D*C****B*** ","***A* B**C**D***",20,15,14,13,12,8,4,5,6,10,11,7,3,2,6,10,14,13,12,8,9
2,11,9,1,"*DA******C*B*** ","*A***B***C **D**",20,15,14,10,11,7,6,5,1,2,6,10,9,5,6,7,11,15,14,13,9
2,12,0,4,"C*A*D*******B** ","*A***B** C***D**",20,15,14,13,9,8,4,0,1,2,6,10,9,8,12,13,9,8,4,5,9
2,12,1,9,"*CA******D**B** ","*A **B***C***D**",20,15,14,10,6,5,4,8,12,13,9,5,1,0,4,8,9,5,4,0,1
2,12,5,1,"*DA**C******B** ","*A***B***C **D**",20,15,14,13,9,5,1,2,6,10,9,5,4,8,12,13,9,8,4,5,9
2,12,5,3,"**AD*C******B** ","ABCD* **********",20,15,14,13,12,8,9,13,14,10,6,5,1,2,6,5,9,8,4,0,1
2,12,5,4,"**A*DC******B** ","*A **B***C***D**",20,15,14,13,9,8,4,5,9,8,12,13,9,8,4,5,9,8,4,0,1
2,12,7,3,"**AD***C****B** ","***D**C**B**A **",20,15,14,10,6,2,1,5,6,7,11,10,9,5,4,8,12,13,9,8,12
2,12,7,5,"**A**D*C****B** ","**A** B***C***D*",20,15,14,13,12,8,9,13,14,10,6,5,9,10,6,7,11,15,14,10,6
2,12,7,6,"**A***DC****B** ","**A** B***C***D*",20,15,14,13,12,8,9,13,14,10,6,5,9,13,14,10,6,7,11,10,6
2,12,7,8,"**A****CD***B** ","***A* B**C**D***",20,15,14,13,12,8,9,13,14,10,9,5,6,7,3,2,1,5,6,10,9
2,12,8,1,"*DA*****C***B** ","*A***B** C***D**",20,15,14,13,9,5,1,2,6,10,9,5,4,8,12,13,9,8,4,5,9
2,12,8,11,"**A*****C**DB** ","**A***B***C***D ",20,15,11,10,9,8,12,13,14,10,9,8,12,13,14,10,9,5,6,10,14
2,12,9,1,"*DA******C**B** ","*A***B***C **D**",20,15,14,10,6,5,1,2,6,10,9,5,4,8,12,13,9,8,4,5,9
2,12,9,3,"**AD*****C**B** ","***D**C**B**A **",20,15,14,10,9,5,6,2,1,5,6,10,9,5,4,8,12,13,9,8,12
2,12,9,4,"**A*D****C**B** ","*A **B***C***D**",20,15,14,13,12,8,9,13,12,8,4,5,9,8,12,13,9,8,4,0,1
2,12,10,4,"**A*D*****C*B** ","*A***B***C **D**",20,15,14,13,12,8,9,13,12,8,4,5,1,2,6,5,9,8,12,13,9
2,12,11,3,"**AD*******CB** ","***D**C**B**A **",20,15,14,10,11,7,6,2,1,5,6,10,9,5,4,8,12,13,9,8,12
2,12,13,4,"**A*D*******BC* ","*A **B***C***D**",20,15,14,10,9,8,12,13,9,8,4,5,9,8,12,13,9,8,4,0,1
2,12,13,7,"**A****D****BC* ","********ABCD* **",20,15,11,7,6,2,1,5,9,13,12,8,4,5,6,10,9,5,4,8,9
2,13,0,8,"C*A*****D****B* ","A***B **C***D***",20,15,14,10,9,13,12,8,4,5,1,2,6,5,4,0,1,5,9,8,4
2,13,1,3,"*CAD*********B* ","***D**C* B**A***",20,15,14,10,9,5,1,2,6,5,1,0,4,8,9,5,4,8,9,13,12
2,13,3,8,"**AC****D****B* ","***A**B**C *D***",20,15,11,7,3,2,6,7,11,10,9,13,12,8,4,5,9,10,6,5,9
2,13,3,9,"**AC*****D***B* ","**A** B***C***D*",20,15,14,10,9,13,14,10,6,5,1,2,3,7,6,2,1,5,9,10,6
2,13,4,3,"**ADC********B* ","***D**C* B**A***",20,15,14,10,6,2,1,5,6,10,9,5,4,8,9,10,6,5,9,13,12
2,13,5,1,"*DA**C*******B* ","*A***B***C **D**",20,15,14,13,9,5,1,2,6,10,9,5,6,10,14,13,9,10,6,5,9
2,13,8,1,"*DA*****C****B* ","*A***B** C***D**",20,15,14,13,9,10,14,13,9,5,1,2,6,10,9,5,6,10,14,13,9
2,13,9,1,"*DA******C***B* ","*A***B***C **D**",20,15,14,13,9,10,14,13,9,5,1,2,6,10,9,5,6,10,14,13,9
2,13,12,7,"**A****D****CB* ","**A***B***C** D*",20,15,11,7,6,10,11,15,14,13,12,8,9,10,14,13,9,5,6,10,14
2,13,14,3,"**AD*********BC ","***A***B** C***D",20,15,14,13,9,10,14,15,11,7,3,2,6,10,11,7,6,10,14,15,11
2,14,0,8,"C*A*****D*****B ","** A**B**C**D***",20,15,11,10,14,13,12,8,4,0,1,5,4,8,9,5,6,10,11,7,3
2,14,3,5,"**AC*D********B ","***A***B** C***D",20,15,11,7,3,2,6,5,9,10,6,7,11,10,14,15,11,10,6,7,11
2,14,4,3,"**ADC*********B ","ABCD* **********",20,15,11,10,14,13,9,5,1,2,6,10,9,5,4,0,1,5,6,2,1
2,14,5,1,"*DA**C********B ","*A***B***C **D**",20,15,11,10,14,13,9,5,1,2,6,10,9,5,6,7,11,15,14,13,9
2,14,9,3,"**AD*****C****B ","***A***B** C***D",20,15,11,10,14,15,11,7,3,2,6,10,11,7,6,10,9,13,14,15,11
2,14,11,1,"*DA********C**B ","*A***B***C **D**",20,15,11,10,14,15,11,7,6,5,1,2,6,10,9,5,6,10,14,13,9
2,14,11,4,"**A*D******C**B ","**A***B***C** D*",20,15,11,10,14,15,11,7,6,10,9,8,4,5,9,8,12,13,9,10,14
2,14,13,3,"**AD*********CB ","***A***B** C***D",20,15,11,10,14,13,9,5,6,7,3,2,6,10,11,7,6,10,14,15,11
3,0,2,8,"B*CA****D****** ","***A* B**C**D***",20,15,14,13,12,8,9,10,6,2,1,0,4,5,6,10,9,5,1,2,6
3,0,4,2,"B*DAC********** "," ***ABCD********",20,15,14,10,6,2,3,7,6,5,1,2,6,5,4,0,1,2,6,5,4
3,0,4,5,"B**ACD********* ","***A* B**C**D***",20,15,14,13,9,5,4,8,9,13,12,8,9,5,1,0,4,5,1,2,6
3,0,4,6,"B**AC*D******** ","**A** B***C***D*",20,15,14,10,6,5,4,0,1,2,3,7,6,5,4,8,12,13,14,10,6
3,0,4,7,"B**AC**D******* ","ABCD* **********",20,15,14,13,9,5,4,0,1,2,3,7,6,5,1,2,6,5,4,0,1
3,0,5,11,"B**A*C*****D*** ","**A** B***C***D*",20,15,14,10,11,15,14,10,6,5,1,0,4,5,1,2,3,7,11,10,6
3,0,6,5,"B**A*DC******** ","*A **B***C***D**",20,15,14,13,9,5,6,2,3,7,11,15,14,13,9,5,1,0,4,5,1
3,0,7,6,"B**A**DC******* ","**A** B***C***D*",20,15,14,10,6,7,11,15,14,10,6,5,1,0,4,5,1,2,3,7,6
3,0,7,8,"B**A***CD****** ","***A**B**C *D***",20,15,14,13,12,8,9,5,1,0,4,5,1,2,6,7,11,10,6,5,9
3,0,8,4,"B**AD***C****** ","***A**B**C**D **",20,15,14,13,12,8,4,5,1,0,4,5,1,2,6,5,9,13,12,8,9
3,0,8,5,"B**A*D**C****** ","***A**B* C**D***",20,15,14,13,9,5,1,0,4,8,9,13,12,8,4,5,1,2,6,5,9
3,0,8,6,"B**A**D*C****** ","***A**B**C**D **",20,15,14,10,6,5,1,0,4,5,1,2,6,5,9,10,14,13,9,8,12
3,0,8,10,"B**A****C*D**** ","***A* B**C**D***",20,15,14,13,9,10,14,13,9,8,4,0,1,5,4,8,12,13,14,10,6
3,0,8,14,"B**A****C*****D ","***A* B**C**D***",20,15,11,10,9,13,14,10,9,8,4,0,1,5,4,8,12,13,14,10,6
3,0,9,1,"BD*A*****C***** ","***A**B* C**D***",20,15,14,13,9,5,1,0,4,8,9,5,1,2,6,5,4,8,9,13,12
3,0,9,6,"B**A**D**C***** ","**A** B***C***D*",20,15,14,10,6,7,11,15,14,10,9,5,1,0,4,5,1,2,3,7,6
3,0,9,7,"B**A***D*C***** ","**A** B***C***D*",20,15,11,7,6,10,11,15,14,10,9,5,1,0,4,5,1,2,3,7,6
3,0,10,4,"B**AD*****C**** ","***A* B**C**D***",20,15,14,13,12,8,4,5,9,13,12,8,4,0,1,5,4,8,9,10,6
3,0,10,7,"B**A***D**C**** ","**A** B***C***D*",20,15,11,7,6,10,11,15,14,10,6,5,1,0,4,5,1,2,3,7,6
3,0,12,5,"B**A*D******C** ","***A**B* C**D***",20,15,14,13,12,8,9,5,4,0,1,5,4,8,9,10,6,5,9,13,12
3,0,12,10,"B**A******D*C** ","**A** B***C***D*",20,15,14,13,12,8,9,13,14,10,9,5,1,0,4,5,1,2,3,7,6
3,0,12,14,"B**A********C*D ","***A**B**C**D **",20,15,11,10,9,8,4,0,1,5,4,8,12,13,14,10,6,5,9,8,12
3,0,13,1,"BD*A*********C* ","***A**B* C**D***",20,15,14,10,9,5,1,0,4,8,9,5,1,2,6,5,4,8,9,13,12
3,0,13,11,"B**A*******D*C* ","**A***B***C***D ",20,15,11,10,14,13,9,5,1,0,4,5,1,2,3,7,6,5,9,10,14
3,0,14,5,"B**A*D********C ","***A* B**C**D***",20,15,11,10,14,13,9,5,4,0,1,5,4,8,9,13,12,8,9,10,6
3,0,14,6,"B**A**D*******C ","**A** B***C***D*",20,15,14,10,6,5,1,0,4,5,1,2,3,7,11,15,14,10,11,7,6
3,0,14,10,"B**A******D***C ","**A** B***C***D*",20,15,14,13,9,5,1,0,4,5,1,2,3,7,11,15,14,10,11,7,6
3,1,0,2,"CBDA*********** ","** *ABCD********",20,15,14,10,6,2,3,7,6,2,1,0,4,5,6,2,1,0,4,5,6
3,1,0,5,"CB*A*D********* ","***A* B**C**D***",20,15,14,13,9,5,1,2,6,5,4,0,1,5,4,8,9,13,12,8,9
3,1,0,10,"CB*A******D**** ","**A** B***C***D*",20,15,14,10,9,5,1,0,4,8,9,5,1,2,3,7,6,5,9,10,6
3,1,0,14,"CB*A**********D ","**A** B***C***D*",20,15,11,10,9,5,1,0,4,8,9,5,1,2,3,7,6,5,9,10,6
3,1,2,4,"*BCAD********** ","** A**B**C**D***",20,15,14,13,12,8,4,5,6,2,1,5,6,10,14,13,12,8,9,5,6
3,1,4,7,"*B*AC**D******* ","ABCD* **********",20,15,14,10,6,2,3,7,6,5,1,2,6,5,4,0,1,5,6,2,1
3,1,4,11,"*B*AC******D*** ","*A **B***C***D**",20,15,14,10,11,7,6,2,3,7,6,5,4,8,9,10,14,13,9,5,1
3,1,7,4,"*B*AD**C******* ","***A**B**C *D***",20,15,14,13,12,8,4,5,1,2,6,7,11,10,6,5,9,13,12,8,9
3,1,8,2,"*BDA****C****** ","*A **B***C***D**",20,15,14,10,6,2,3,7,11,10,6,5,9,10,14,13,9,8,4,5,1
3,1,8,7,"*B*A***DC****** ","***A**B**C**D **",20,15,14,13,9,5,1,2,6,7,11,10,6,5,9,10,14,13,9,8,12
3,1,9,0,"DB*A*****C***** ","***A**B* C**D***",20,15,14,13,9,5,1,2,6,5,4,0,1,5,9,8,4,5,9,13,12
3,1,11,4,"*B*AD******C*** ","***A* B**C**D***",20,15,14,13,12,8,4,5,1,2,6,10,11,15,14,13,12,8,9,10,6
3,1,12,11,"*B*A*******DC** ","**A** B***C***D*",20,15,14,13,12,8,9,13,14,10,11,15,14,10,9,5,1,2,3,7,6
3,1,13,0,"DB*A*********C* ","***A**B* C**D***",20,15,14,10,9,5,1,2,6,5,4,0,1,5,9,8,4,5,9,13,12
3,2,0,4,"C*BAD********** ","** A**B**C**D***",20,15,14,13,12,8,4,5,9,13,12,8,4,0,1,5,4,8,9,5,6
3,2,1,4,"*CBAD********** ","** A**B**C**D***",20,15,14,13,12,8,4,5,9,13,12,8,9,5,1,0,4,8,9,5,6
3,2,4,0,"D*BAC********** ","** A**B**C**D***",20,15,14,13,12,8,4,0,1,5,9,8,4,5,9,13,12,8,9,5,6
3,2,4,1,"*DBAC********** ","*A **B***C***D**",20,15,14,13,9,5,1,2,3,7,11,10,9,5,4,8,12,13,9,5,1
3,2,5,1,"*DBA*C********* ","*A **B***C***D**",20,15,14,10,6,5,1,2,3,7,11,10,9,5,6,10,14,13,9,5,1
3,2,6,0,"D*BA**C******** ","** A**B**C**D***",20,15,14,10,6,5,4,0,1,5,9,8,4,5,9,13,12,8,9,10,6
3,2,7,1,"*DBA***C******* ","**A** B***C***D*",20,15,11,7,6,2,1,5,6,2,3,7,11,10,6,7,11,15,14,10,6
3,2,8,0,"D*BA****C****** ","** A**B**C**D***",20,15,14,13,9,5,4,0,1,5,9,8,4,5,9,13,12,8,9,5,6
3,2,8,1,"*DBA****C****** ","*A***B** C***D**",20,15,14,13,9,5,1,2,3,7,11,10,9,5,1,2,6,10,14,13,9
3,2,9,0,"D*BA*****C***** ","***A**B* C**D***",20,15,14,13,9,10,6,2,1,5,4,0,1,5,9,8,4,5,9,13,12
3,2,10,0,"D*BA******C**** ","** A**B**C**D***",20,15,14,13,12,8,4,0,1,5,9,8,4,5,9,13,12,8,9,10,6
3,2,11,1,"*DBA*******C*** ","**A** B***C***D*",20,15,14,10,6,2,1,5,6,2,3,7,11,10,6,7,11,15,14,10,6
3,2,12,0,"D*BA********C** ","** A**B**C**D***",20,15,14,13,12,8,4,0,1,5,9,8,4,5,9,13,12,8,4,5,6
3,2,14,1,"*DBA**********C ","*A***B***C **D**",20,15,11,10,9,5,1,2,3,7,11,10,9,5,1,2,6,10,14,13,9
3,4,0,10,"C**AB*****D**** ","***A* B**C**D***",20,15,14,13,9,10,14,13,9,5,4,0,1,2,6,5,4,8,12,13,9
3,4,0,14,"C**AB*********D ","***A* B**C**D***",20,15,11,10,9,13,14,10,9,5,4,0,1,2,6,5,4,8,12,13,9
3,4,5,1,"*D*ABC********* ","***A* B**C**D***",20,15,14,13,9,5,1,2,6,10,9,5,4,8,9,13,12,8,9,10,6
3,4,6,0,"D**AB*C******** ","***A**B**C *D***",20,15,14,10,6,5,4,0,1,2,6,5,9,8,4,5,9,13,12,8,9
3,4,6,1,"*D*AB*C******** ","ABCD* **********",20,15,11,7,3,2,1,5,6,7,3,2,6,5,1,2,6,5,4,0,1
3,4,8,0,"D**AB***C****** ","***A* B**C**D***",20,15,14,13,9,5,4,0,1,2,6,5,9,8,4,5,9,13,12,8,9
3,4,8,11,"***AB***C**D*** ","***A* B**C**D***",20,15,14,10,11,7,6,5,4,8,9,10,6,5,4,8,9,13,12,8,9
3,4,9,1,"*D*AB****C***** ","***A**B* C**D***",20,15,14,13,9,5,1,2,6,10,9,5,4,8,9,10,6,5,9,13,12
3,4,9,2,"**DAB****C***** ","*A **B***C***D**",20,15,14,10,6,2,3,7,11,10,6,5,9,10,14,13,9,5,4,0,1
3,4,10,0,"D**AB*****C**** ","***A* B**C**D***",20,15,14,13,12,8,4,0,1,5,9,8,4,5,9,13,12,8,9,10,6
3,4,10,2,"**DAB*****C**** ","**A** B***C***D*",20,15,11,7,6,2,3,7,11,10,6,5,4,8,12,13,14,10,11,7,6
3,4,12,0,"D**AB*******C** ","***A**B* C**D***",20,15,14,13,12,8,9,5,4,0,1,2,6,5,9,8,4,5,9,13,12
3,4,12,1,"*D*AB*******C** ","*A***B** C***D**",20,15,14,10,6,2,3,7,6,5,1,2,6,10,9,5,4,8,12,13,9
3,4,12,11,"***AB******DC** ","***A**B**C**D **",20,15,14,10,11,15,14,10,9,5,4,8,12,13,14,10,6,5,9,8,12
3,4,13,1,"*D*AB********C* ","***A**B* C**D***",20,15,14,10,9,5,1,2,6,10,9,5,4,8,9,10,6,5,9,13,12
3,4,13,2,"**DAB********C* ","***A**B* C**D***",20,15,14,10,6,2,1,5,6,10,9,5,4,8,9,10,6,5,9,13,12
3,4,13,7,"***AB**D*****C* ","***A***B** C***D",20,15,14,13,9,5,4,8,9,10,6,5,9,10,11,7,6,10,14,15,11
3,4,14,7,"***AB**D******C ","***A***B** C***D",20,15,11,10,9,5,4,8,9,10,6,5,9,10,11,7,6,10,14,15,11
3,5,0,1,"CD*A*B********* ","***A* B**C**D***",20,15,14,10,6,5,1,0,4,8,9,5,1,0,4,8,9,13,12,8,9
3,5,0,7,"C**A*B*D******* ","ABCD* **********",20,15,14,10,6,2,3,7,6,2,1,0,4,5,6,2,1,5,4,0,1
3,5,2,4,"**CADB********* ","**A** B***C***D*",20,15,14,10,6,5,4,8,9,5,6,2,3,7,11,10,9,13,14,10,6
3,5,4,0,"D**ACB********* ","***A* B**C**D***",20,15,14,13,12,8,4,0,1,2,6,5,9,8,4,5,9,13,12,8,9
3,5,4,1,"*D*ACB********* ","***A**B**C *D***",20,15,14,13,9,5,1,2,6,10,9,5,4,8,9,13,12,8,9,5,6
3,5,11,0,"D**A*B*****C*** ","***A**B**C *D***",20,15,14,10,11,7,6,5,4,0,1,5,9,8,4,5,9,13,12,8,9
3,5,14,0,"D**A*B********C ","***A**B* C**D***",20,15,11,10,9,13,14,10,6,5,4,0,1,5,9,8,4,5,9,13,12
3,6,0,1,"CD*A**B******** ","***A* B**C**D***",20,15,14,13,9,5,1,0,4,8,9,5,1,0,4,8,9,13,12,8,9
3,6,0,7,"C**A**BD******* ","***A***B** C***D",20,15,11,7,6,5,4,0,1,5,4,8,9,5,6,10,9,13,14,15,11
3,6,2,1,"*DCA**B******** ","***A* B**C**D***",20,15,14,10,6,5,1,2,6,10,9,5,1,0,4,8,9,13,12,8,9
